1172824710729650176,2019-09-14 10:49:35,HomelandBulldo2,French Bulldog Puppies For Sale on #Google https://t.co/97k9e7254j,"['puppies', ['Google']]",False
1172812775338516485,2019-09-14 10:02:10,ckdsaddlers,@MarshallRCarl @relaxed_rob Looks terrific. Never been.,"['relaxed', []]",False
1172812773341978624,2019-09-14 10:02:09,crash_door,"@10camerongarcia @TheNetworkGirls you are so beautiful, relaxed and peaceful.","['relaxed', []]",False
1172812763225190400,2019-09-14 10:02:07,cici_calona,I’m superrrr relaxed rn,"['relaxed', []]",False
1172812618542866432,2019-09-14 10:01:32,GhoshKamalika,ECB guidelines to be relaxed to facilitate financing of homebuyers bunder Awas Yojana: @nsitharaman @FinMinIndia @moneycontrolcom https://t.co/ezPpnKsfBZ,"['relaxed', []]",True
1172812598628233216,2019-09-14 10:01:27,MarshallRCarl,@ckdsaddlers @relaxed_rob Was ganna be my next guess.,"['relaxed', []]",False
1172812539262115840,2019-09-14 10:01:13,ckdsaddlers,@MarshallRCarl @relaxed_rob Alps,"['relaxed', []]",False
1172812517996924929,2019-09-14 10:01:08,aeyalyamani,"Only three tasks for today, I’m relaxed 💆🏻‍♀️💖💖","['relaxed', []]",False
1172812431392935937,2019-09-14 10:00:48,aruproytweets,BREAKING: FM @nsitharaman says external commercial borrowing norms for affordable housing to be relaxed. Interest rate on house building advance will be lowered and linked to benchmark g-sec yields.   @bsindia,"['relaxed', []]",False
1172812273041248256,2019-09-14 10:00:10,sayonara_style,"OK, I found a formula to extract the vocals from any tracks😎 I feel so relaxed 😏🥴","['relaxed', []]",False
1172812187305435136,2019-09-14 09:59:49,MarshallRCarl,@ckdsaddlers @relaxed_rob Dolomites?,"['relaxed', []]",False
1172812038713663488,2019-09-14 09:59:14,lmsb25,@ashtansmaid Relaxed Reliable Resourceful  ASHslaying AtABSCBNBall,"['relaxed', []]",False
1172812004026986496,2019-09-14 09:59:06,AdiRachelHicks5,"Leaving Ullapool and off up the top via Lairg, then to John O'Groats down to Dingwall. — feeling relaxed","['relaxed', []]",False
1172811903539863552,2019-09-14 09:58:42,bradleyjames22,@Xhakaed @citybloombypk @blicktargaryen It wasn’t all Sadiq Khan it was Theresa May too!    It should never of been relaxed. I’d rather be incorrectly searched 100 times than stabbed once,"['relaxed', []]",False
1172811895138471936,2019-09-14 09:58:40,ckdsaddlers,@MarshallRCarl @relaxed_rob Nope.,"['relaxed', []]",False
1172811757271879682,2019-09-14 09:58:07,MarshallRCarl,@relaxed_rob Is that even in the UK?,"['relaxed', []]",False
1172811648043814912,2019-09-14 09:57:41,ckdsaddlers,"@relaxed_rob Looks great, does that.","['relaxed', []]",False
1172811492833542144,2019-09-14 09:57:04,busanroyalty,Jin looks happy and healthy and relaxed  I love this song,"['relaxed', []]",False
1172811428467601408,2019-09-14 09:56:48,baIlerine,"man, i feel weirdly relaxed by reading this https://t.co/WvEYyulq25","['relaxed', []]",False
1172811317146611712,2019-09-14 09:56:22,Uddalok126,"@Miss_Kadyan Women indeed are more observant. In school, it was always Madams who nit-picked me. Sirs did not. They were more relaxed.","['relaxed', []]",False
1172811313321562112,2019-09-14 09:56:21,euphoriaxmars,HE LOOKS SO HAPPY AND RELAXED I LOVE THIS CONCEPT https://t.co/Vq5XdeGZjK,"['relaxed', []]",True
1172811301141327873,2019-09-14 09:56:18,relaxed_rob,Not a bad view! 😎 https://t.co/qJ3Eqmuztf,"['relaxed', []]",True
1172811119318224896,2019-09-14 09:55:35,endearingyoogi,i swear he had the most relaxed soothing voice ever aaaaa i really missed him omg,"['relaxed', []]",False
1172810984660058112,2019-09-14 09:55:03,Lolly_Lia,"I still think ""natural hair is hard to maintain"" is a mindset. I got relaxed hair for the 1st time in 15 years, and OMG!!! I got natural roots after a week, &amp; like...what's supposed to happen now? And why on earth is there hair on my comb everytime I use that thing?","['relaxed', []]",False
1172810756544454657,2019-09-14 09:54:08,peopeul_hateu,JIN IS SO PRETTY HIS SMILE IS SO PRETTY HIS LAUGH IS SO PRETTY HE SEEMS PRETTY RELAXED AND HAPPY I AM CRYING,"['relaxed', []]",False
1172810721521913856,2019-09-14 09:54:00,AussieJedi87,"Bath done, uber relaxed, now to pass out.","['relaxed', []]",False
1172810176904224768,2019-09-14 09:51:50,lowriellisgriff,@lsquires75 @Daf_FJ @bowelcanceruk Here’s hoping the pace is somewhat more relaxed than this lady 😂,"['relaxed', []]",False
1172810077222387712,2019-09-14 09:51:26,TranscorpHotels,Pull up a seat at the Emerald Pool bar at @TranscorpCalaba for a relaxed Saturday🏖 . . #transcorphotelsplc  #Transcorphotels  #hospitality  #Calabar,"['relaxed', ['transcorphotelsplc', 'Transcorphotels', 'hospitality', 'Calabar']]",False
1172809815078461440,2019-09-14 09:50:24,Lisa38807493,@loki_abby It look like you have completely relaxed every single muscle in your body 💕😂,"['relaxed', []]",False
1172809776360808448,2019-09-14 09:50:15,iceman500000,@tavistockgirl The train is much more relaxed,"['relaxed', []]",False
1172809702763302912,2019-09-14 09:49:57,aeryths,i guess my body finally relaxed when the weekend arrived because i tried to nap at 9pm last night and now it’s 11am the next day 😶,"['relaxed', []]",False
1172809506537033728,2019-09-14 09:49:10,BillHayden65,People are noticing my calm and relaxed disposition.  Maybe he's born with it. Maybe it's #Sertraline.,"['relaxed', ['Sertraline']]",False
1172809369416884224,2019-09-14 09:48:38,SincerelySeren,he looks so relaxed i love it,"['relaxed', []]",False
1172809353323327488,2019-09-14 09:48:34,DonnybrookD4,Our #RWC2019 Squad in a different light. Great set of photos @Independent_ie Let's hope they stay that happy and relaxed over the tournament!! 💚 @IRFURugby  https://t.co/UYS3ycqwAD,"['relaxed', ['RWC2019']]",False
1172809335845597184,2019-09-14 09:48:30,bobby__005,Manchester United I want to have a relaxed weekend just like last week...  Please don't be unfortunate today @ManUtd,"['relaxed', []]",False
1172809035265073152,2019-09-14 09:47:18,alistolemyheart,How long do you spend time taking a bath? — When I know am super relaxed. https://t.co/CMN9kMCavN,"['relaxed', []]",False
1172808945074921473,2019-09-14 09:46:56,Ali_the_geek,"IVE LOVED scooby doo since I was little, my daughters love scooby doo and now my son who is autistic absolutely adores it he has almost all the movies on dvd and watches repeatedly they help him feel relaxed and he enjoys recounting the stories to others so THANK YOU #ScoobyDoo50","['relaxed', ['ScoobyDoo50']]",False
1172808632905297928,2019-09-14 09:45:42,Robyah5,I feel so relaxed when you are right next to me.  LOUDRE ShinesAtABSCBNBall https://t.co/xMsk4BXbnq,"['relaxed', []]",True
1172808617382334464,2019-09-14 09:45:38,LisBloom,"@xAdeleCol @cardenasclayton Good morning, gorgeous 😘 verrrry short night, partying like last night takes it‘s toll, I‘m getting old 🤣 hope you‘re having a relaxed and beautiful Saturday! 🥰","['relaxed', []]",False
1172808525795483649,2019-09-14 09:45:16,ObohoValerie,@Dremodrizzy Don't force it...it comes naturally when you're at ease with the person...when you feel relaxed conversing with the person 😉that's a start point,"['relaxed', []]",False
1172808495260930049,2019-09-14 09:45:09,GopiKrishnaV,"Having a fantastic 2019, biggest element being the strides I made on fitness. 2020 is going to be about mental health - being able to approach things with lesser anxiety, greater optimism and a far more relaxed frame of mind! #2020bucketlist https://t.co/CVDAIrOTCB","['relaxed', ['2020bucketlist']]",False
1172808494208159744,2019-09-14 09:45:09,DobriyHer,@bigmooney06 I can see that you speak relaxed now as your accent is Scottish to my extend of understanding accents. I have to say the way you spoke before was also fun. Love your videos and commentary. Hope you'll do some about BF5 or something. Cheers.,"['relaxed', []]",False
1172808487967047680,2019-09-14 09:45:07,APAWhatsOn,❄️ We have our relaxed performance of The Lemon Tree Christmas show on the 14th of December at 1.30pm. Ice House is a visual delight full of magic and mischief! ❄️  To book tickets please call 01224 641122 or pop into one of our box offices! https://t.co/wfFJOumTyS,"['relaxed', []]",True
1172808378076323842,2019-09-14 09:44:41,StevenPrestwich,"@nathanturvey What a star!  I heard he got into trouble for coughing all the way through a cigarette ad.  ""Is that Hortense?""  ""She looks pretty relaxed to me.""","['relaxed', []]",False
1172808351144697857,2019-09-14 09:44:35,killi241,Relaxed.,"['relaxed', []]",False
1172808229451116545,2019-09-14 09:44:06,MMPconnection,"#weed #medicalmarijuana #THC-Why are there cannabis variations and experiences, some people regularly report feeling relaxed/happy after using cannabis (pot, weed, marijuana), while others go through anxiety and other negative effects? We are ...-https://t.co/suZlCAbvIQ","['relaxed', ['weed', 'medicalmarijuana', 'THC']]",False
1172808169485144064,2019-09-14 09:43:51,_RandumBoyo_,Cuddling with someone while watching Jojo is weird Like you’re just relaxed and bundled up in a blanket and your partner is falling asleep in your arms…then fucking Dio yells “Za Warudo!” followed by some loud ass time stop noises,"['relaxed', []]",False
1172807936449503232,2019-09-14 09:42:56,ikuro_en,"...His involuntary muscles relaxed, Ikuro's pupils dilated...","['relaxed', []]",False
1172807664889466881,2019-09-14 09:41:51,vicgrinberg,I learned to trust myself and my scientific judgement. I made friends for life. Learned how to be a good advisor. I learned how to be a good scientific collaborator. I learned to enjoy the moment and be somewhat more relaxed about the bad future job prospects in science. https://t.co/cX1oMtoetS,"['relaxed', []]",False
1172807295438340097,2019-09-14 09:40:23,eddwilson,"@judithmknott @BriefcaseMike @StevePeers I know. It's actually a very tight limit by international standards, and she wanted it relaxed, but I think ""wanted more earthquakes"" is a political jibe (and nothing wrong with that) rather than a factual description of her motives.  I should find something better to.","['relaxed', []]",False
1172806873554157568,2019-09-14 09:38:43,jenmovies,Thank you @midnightmagenta for one of the nicest afternoons I have had in ages! I feel so relaxed after chatting and mini-painting. Thanks for inviting me to your cool place! 😻😺🐈🐾🐰🐇 Props to @Tehkella for the lift &amp; company. 😍 https://t.co/B6t9DlOSO4,"['relaxed', []]",True
1172806764850536448,2019-09-14 09:38:17,DomDedications,"@corruptkink Umm just bout everytime I cum I'm still quite hard, though ik if im really relaxed then it will soften up but at that point im craving for some more action","['relaxed', []]",False
1172806667286638592,2019-09-14 09:37:53,bapun1,Regulars are limping back to footpaths as rules relaxed for three months. https://t.co/e3TFkx2kEg,"['relaxed', []]",True
1172806657090424833,2019-09-14 09:37:51,Anil3ind,feeling relaxed,"['relaxed', []]",False
1172806553755426818,2019-09-14 09:37:26,DivineDeath_,@urpressurepoint ——  As soon as he put the phone back on the sofa he let himself climax all over his hand and skinny legs. The criminal arched his back and then relaxed into the chair.   James mustered the strength and got into the shower then got dressed in a nice shirt and trousers for Charles.,"['relaxed', []]",False
1172806505667674112,2019-09-14 09:37:15,AnitaMatildaa,noone: afrikanske gutter som bor anywhere utenfor oslo: relaxed hair  🤢,"['relaxed', []]",False
1172806442564247553,2019-09-14 09:37:00,CrucialKnockout,This west coast weather got a southern guy relaxed..,"['relaxed', []]",False
1172806431537532928,2019-09-14 09:36:57,Alexand53016683,"@ProfOsinbajo It seems to me the VP feel relaxed in the face of false informations,almost as if he thinks nothing can be done. Shady,dirty facts in front of compromised press,what's there to fear huhh??","['relaxed', []]",False
1172805944230731776,2019-09-14 09:35:01,dlrArts,Why not trying our adult creative classes while practicing English in a comfortable and relaxed environment? An #artist will be on hand to help and encourage your artistic project while you practise and learn English. Full info: https://t.co/olI8vzREJZ https://t.co/nE8x64AfKX,"['relaxed', ['artist']]",True
1172805528680095744,2019-09-14 09:33:22,LS_BLACKPEARL,@Manzoor65096707 Much relaxed Alhamdulillah just don’t understand...! However nothing funny there ..!,"['relaxed', []]",False
1172805444038995968,2019-09-14 09:33:02,cassie_daves,Here's How To Relax Your Hair The Right Way For A Healthy And Strong Hair - Three Things To Know! https://t.co/RNW2Jj7297,"['relaxed', []]",False
1172805405111508993,2019-09-14 09:32:52,nationalist_Eye,"@OpIndia_com Japanese Psychiatrist Akiyoshi Kitaoka created images designed to help viewers of the images determine their state of mind.Essentially,if U look at these images &amp; they appear to be still (RELAXED),moving slowly (MID-STRESS)&amp;faster moving around (HI-STRESS).Ur result? https://t.co/mVKYF0NIyy","['relaxed', []]",True
1172805188475920385,2019-09-14 09:32:01,LivingMags,"With 15 additional retail concessions within the Radyr village and an additional 2 in the Wenvoe village, you'll enjoy a relaxed and individual shopping experience in one convenient location https://t.co/lubW8vGNcq https://t.co/wPJNjsPXg8","['relaxed', []]",True
1172805170624958465,2019-09-14 09:31:57,Vantablack523,@AceStarThe3rd But how do I keep relaxed if I’m repeatedly getting 2/3 stocked even in friendlies,"['relaxed', []]",False
1172805159648419840,2019-09-14 09:31:54,mephistofish,"@RoodGridance @SteveBakerHW @mollygiles2015 @BorisJohnson @Nigel_Farage @Conservatives @brexitparty_uk Farage - on LBC - seems fairly relaxed about the attack, he has a decent relationship with Boris and Nige assumes this was a junior press knobend","['relaxed', []]",False
1172805007625936896,2019-09-14 09:31:18,SRC_Rally,A relaxed morning for our #SRC crews at the 2019 @GallowayHills #Rally 😎👌 https://t.co/1XHn6TLnQY,"['relaxed', ['SRC', 'Rally']]",True
1172804979456974854,2019-09-14 09:31:11,neilhphoto,Good work on the Red Lines podcast   @MarkCarruthers7. Great banter and interesting hearing a more relaxed/open conversation style. Looking forward to next weeks episode. https://t.co/nYkejtkSOf,"['relaxed', []]",True
1172804800431435782,2019-09-14 09:30:28,DoreenAnneElli1,@SewBristol Looks like a very relaxed carrot🥑🍆🌷🍎🌿🏅,"['relaxed', []]",False
1172804747658743809,2019-09-14 09:30:16,JustNabz,@bouncebckbltrx The food was like nothing I’ve ever tasted before! On a higher level. It was art. My tastebuds will never be the same again 😭 The whole feel of the restaurant was very relaxed and homely. I loved it! 16/10.,"['relaxed', []]",False
1172804723952541696,2019-09-14 09:30:10,TredflexShoes,"****NEW IN ***** Meet our brand new Brogue Boot, 'Chester' from our Heritage Range.  Dress these up or down, they will soon become your go to favourites whatever the occasion!   https://t.co/54RaYStJuN  #tredflex #brogueboots #tan #men #shoes #footwear #style  #vintagevibes https://t.co/owyphyZnV6","['relaxed', ['tredflex', 'brogueboots', 'tan', 'men', 'shoes', 'footwear', 'style', 'vintagevibes']]",True
1172804594621190144,2019-09-14 09:29:39,AndTouchdown,"Sometimes you need to just slow down, remain calm, breathe, and simply let life happen.  We invite you to pull up a stool and let us be your escape.   #relax #reboot #relaxing #justbreathe #relaxation #relaxed #relaxtime #recharge #timeout #taketimeforyou #escape https://t.co/lfCdVOTBJ7","['relaxed', ['relax', 'reboot', 'relaxing', 'justbreathe', 'relaxation', 'relaxed', 'relaxtime', 'recharge', 'timeout', 'taketimeforyou', 'escape']]",True
1172804482369036288,2019-09-14 09:29:12,thebigroguebear,What is everyone playing or getting up?  · It's been a pretty relaxed weekend so far. Some great weather in Melbourne today which made it even better. Hope everyone is having a safe and fun weekend.  · Use my code… https://t.co/Er1rqQUXzj,"['relaxed', []]",False
1172804419689308161,2019-09-14 09:28:57,Slammakin,@PCTomVanDerWee Obis a relaxed bark looking at those ears.,"['relaxed', []]",False
1172804139283288065,2019-09-14 09:27:51,Jim_Used_ToDrum,"After few weeks with instruction manual, today I going to turn on the 16 channel 24 bit digital music workstation for the first time. I am a lot more relaxed about it with other recording solutions and the next album being mostly made in a studio anyway. Have a a great Saturday😀","['relaxed', []]",False
1172803828288118786,2019-09-14 09:26:36,LcviAdams,"@_AndSmileForMe Levi relaxed on the seat, glancing at him occasionally and looked out through the window every now and then.","['relaxed', []]",False
1172803813994041345,2019-09-14 09:26:33,HorseWorldTrust,Great start to Frome Show! The sun is shining and the boys are nice and relaxed - do come and say hello - were by the Village Green https://t.co/IXTq4lUQFV,"['relaxed', []]",True
1172803804712046593,2019-09-14 09:26:31,Baldeag23552875,"@Mharris1968 Nice relaxed bet Mark,not worrying about wins or https://t.co/nwNOEqcY4R oxygen mask needed.Pipe&amp;slippers bet👌😉","['relaxed', []]",False
1172803600180842496,2019-09-14 09:25:42,ghirapurigears,"@KyleCarlson6 @sjsmac Well, it would be disingenuous to pretend that there aren't different power levels in edh. Some folks lean more towards the tuned, optimized side and others to the relaxed side.","['relaxed', []]",False
1172803522028589057,2019-09-14 09:25:23,chamberrichmond,#Book to #Join #Businesses from across #region #Thursday 530pm #Celebrate #EndOfWorkingDay + #relaxed  #networking by #RiverThames @JacksonRye #RichmondUponThames over #Drinks #Canapes #AllWelcome! https://t.co/eFqvjPh9wp,"['relaxed', ['Book', 'Join', 'Businesses', 'region', 'Thursday', 'Celebrate', 'EndOfWorkingDay', 'relaxed', 'networking', 'RiverThames', 'RichmondUponThames', 'Drinks', 'Canapes', 'AllWelcome']]",True
1172803476268683264,2019-09-14 09:25:13,dismaltorment,"@OFDlNGUS steve seemed to be fine with whatever, so a happy, relaxed smile formed around billy's lips as they made their way to his car.  "" we'll be there in like five minutes, so it'll only be a secret for that long, "" the taller male promised him, sliding behind -","['relaxed', []]",False
1172802867968774144,2019-09-14 09:22:48,PrivateWelshman,"One last one, then a whole bunch of Ctrl+C...  In your recurring dream, there's so much joyful sex. They clearly love it, and they're so *relaxed* about it. Every time you wake, you're a little hornier, a little muzzier.  By the time you're *in* the dream, you're relaxed too.","['relaxed', []]",False
1172802841586454530,2019-09-14 09:22:41,loversoulmmm,@INORAN_OFFICIAL Looks really fun!  Really relaxed! The picture that I imagined arrived on the wind,"['relaxed', []]",False
1172802671788666880,2019-09-14 09:22:01,UptonGolf,"Upton-by-Chester is a family-friendly club with a relaxed atmosphere. Our etiquette is, therefore, a sensible one – we are not a stuffy establishment so we have a policy of smart/casual wear in our clubhouse.    https://t.co/o3YE29Xoqh  #chestertweets #Golf #Chester https://t.co/sKxIrjH79f","['relaxed', ['chestertweets', 'Golf', 'Chester']]",True
1172802544680275969,2019-09-14 09:21:30,TanyaEfthymiou,"@nathaliamc1 @_TomMcLaughlin Sounds like you're in a lovely, relaxed setting!","['relaxed', []]",False
1172802500543434753,2019-09-14 09:21:20,PriyaBh06184550,"@VidyutJammwal YUP OFFCOURSE DARLING,WHY NOT???TAKE A COMPLETE REST,BE RELAXED,ENJOY YOUR HOLIDAY OR VACATION,HAVE LOT'S OF FUN,IT'S TOTALLY COOL,HAVE A PLEASANT TIME SWEETHEART!!! https://t.co/KOhuftzoyL","['relaxed', []]",True
1172802453080825856,2019-09-14 09:21:09,prospectorbeth,"Hey, I should invite Lin over to my place! We'll have a nice, relaxed conversation. Can't be out fighting all the time, right?","['relaxed', []]",False
1172802300022349824,2019-09-14 09:20:32,sytaylor_,@priincess__J I’m so relaxed 😌,"['relaxed', []]",False
1172802145109729280,2019-09-14 09:19:55,WhyWaite_UoA,@ProfessorRimu Apparently this is the ultimate sign of trust and comfort. It's harder to run from this position so it's extremely relaxed!,"['relaxed', []]",False
1172801958643679232,2019-09-14 09:19:11,Rob_Maul,"Quique Sanchez Flores, relaxed, jovial &amp; engaging during a 50-minute media briefing, reveals he was approached by #Watford BEFORE the Newcastle draw which sealed Javi Gracia’s fate. And Flores admits he held clear-the-air talks with Vicarage Road bosses following “cold” comments https://t.co/uGaXQ6WmVO","['relaxed', ['Watford']]",True
1172801760005709824,2019-09-14 09:18:23,king_kuhmel,@dandandaniellaa Got you usually i always dress up but I’m trying to be more relaxed nowadays,"['relaxed', []]",False
1172801742746148864,2019-09-14 09:18:19,Ons_Huisie,"For the most picturesque and romantic beach wedding, look no further! Ons Huisie offers a perfect seaside venue for those who seek a relaxed venue to celebrate their nuptials with their close friends and family.  #weddingvenue #functions #beachwedding #bloubergstrand #seaview https://t.co/7XEmvijhyO","['relaxed', ['weddingvenue', 'functions', 'beachwedding', 'bloubergstrand', 'seaview']]",True
1172801527720771584,2019-09-14 09:17:28,GabbarSanghi,"@tweetingsourav Love it more than Bangalore, it's culture, relaxed lifestyle, great weekend getaways, Dussehra.","['relaxed', []]",False
1172801398196621313,2019-09-14 09:16:57,nilsenmuseum,"@TinkeringStudio Wow! That was amazing (and I’m not at all surprised you would know something like this)  What I’m thinking of is slightly different. A solo piece... maybe for piano or violin, that has tense parts and relaxed parts. And there’s just a subtle “heart rate metronome” going alongside","['relaxed', []]",False
1172801358686064641,2019-09-14 09:16:48,pedantcoder,"so, I discovered a new way c11/c++11 atomics are broken.  std::atomic&lt;__int128_t&gt; av;  __int128_t new_v, v = av.load(relaxed); do {     new_v = something_with(v); } while (!https://t.co/9Mg9TFJNiQ_exchange_weak(&amp;v, new_v, relaxed, relaxed));  Do you spot the perf issue with this?","['relaxed', []]",False
1172801172022923264,2019-09-14 09:16:03,Chollomaton,TALLA 34W / 32L. Tommy Jeans Hombre Relaxed Cropped Randy Vaqueros relaxed  relaxed  por 30.40 € ( -84.6€ 73.57%)  https://t.co/Kx44xgNExl https://t.co/7q9bvyENIs,"['relaxed', []]",True
1172825035968372736,2019-09-14 10:50:53,OzaetaMark,Matchy matchy sa background! Winner! https://t.co/Iyxg6OX0EW,"['winner', []]",False
1172825001650610177,2019-09-14 10:50:45,kpopdongsaengg,@VIPxBlckpnk WINNER  Millions Really Really Island Ah Yeah Everyday,"['winner', []]",False
1172824972278063105,2019-09-14 10:50:38,TheFynbosTrail,"Grateful to be a finalist at the South Africa Tourism #LilizelaAwards2019 The Lilizela Awards recognise service excellence in tourism. Thank you to all that voted for us. Other finalists: Cape Point, Table Mountain Treks and Tours, and the winner was Kagga Kamma Nature Reserve. https://t.co/ZedKIWd9wO","['winner', ['LilizelaAwards2019']]",True
1172824933845651457,2019-09-14 10:50:28,JefscoFilms,"@SethAbramson Will this whistle blower end up like Reality Winner? Pretty courageous considering Reality is still sitting in jail, for trying to protect her country.","['winner', []]",False
1172824922730749952,2019-09-14 10:50:26,ayra_yabz,🤣 🤣 🤣 🤣 @Akuyo__ we have a winner https://t.co/hdISf0tdyU,"['winner', []]",False
1172824895367122944,2019-09-14 10:50:19,Realone23,"Shoutout to @GiveawayNaija . You are doing amazing job by putting smiles on the faces of tweeps following you. You want some giveaway like I received this morning from them, kindly follow them. You might be the next lucky winner .","['winner', []]",False
1172824873317462016,2019-09-14 10:50:14,offyougo___,"@VIPxBlckpnk Winner : don’t flirt, empty, sentimental, baby baby, color ring (i love these songs when they were still OT5)","['winner', []]",False
1172824853600096256,2019-09-14 10:50:09,TimothyJ_23,"That would end up leaving the winner of that game with a short turnaround to face the Roosters, who would be looking at a Friday prelim being the highest ranked QF winner.  Surely the NRL doesn't schedule Storm up against the Richmond-Geelong Prelim","['winner', []]",False
1172824852123664390,2019-09-14 10:50:09,TimothyJ_23,Storm winning has absolutely ruined NRL's chances of scheduling to its own benefit  Ideal scenario for attendance would have Storm hosting Par/Bri winner on Sat night next week AFTER Collingwood v GWS/BL - but...,"['winner', []]",False
1172824827981418496,2019-09-14 10:50:03,QTAQLD,"Aman Meles, winner of the #QTA2019 Equity VET Student of the Year, Cert 3 in Community Services with @Designer__Life. Thanks to sponsor @CQUni https://t.co/cHg6Cpsn8d","['winner', ['QTA2019']]",True
1172824814718873601,2019-09-14 10:50:00,clloudash,No effense but Young B being smtm8 winner actually sucks https://t.co/H23Dmdjfsu,"['winner', []]",False
1172824808179896320,2019-09-14 10:49:58,kapamilyaking,#BidaMan ultimate winner Jin Macapagal made his #ABSCBNBall2019 debut! https://t.co/m1pvqfyAGh,"['winner', ['BidaMan', 'ABSCBNBall2019']]",True
1172824791038005248,2019-09-14 10:49:54,MitieSimon,@wroester03 @YorkshireLad78 Absolutely fantastic to have Tyler as part of this team. A very worthy winner and has a great work ethic @JohnTaylorTSM,"['winner', []]",False
1172824775594409985,2019-09-14 10:49:51,Dnl_matillano,SAAP vs PHILSCA🏐 Winner: SAAP!!!🦅🦅 (nice game!❤️),"['winner', []]",False
1172824742471974912,2019-09-14 10:49:43,koyoararagi_bot,"and the winner, of the BIGGEST FUCKING BATHROOM award, goes to koyomi araragi! congrats! what the fuck is wrong with you!","['winner', []]",False
1172824730681905157,2019-09-14 10:49:40,amosesele,Bowen University Emerges Overall Winner in Computer Programming Contest https://t.co/h7EcQbHzhn via @THISAGE | Breaking News from Nigeria and Around the World. Follow at @thisagenews,"['winner', []]",False
1172824696573706240,2019-09-14 10:49:32,TPMenangle,Congratulations to the connections of Race 6 LAZARUS NEW SEASON GIFT FINAL (GROUP 3) winner COCOSFELLA / Lauren Tritton &amp; Shane Tritton @Tritton_Team #TheTrots https://t.co/5YfthOmjfe,"['winner', ['TheTrots']]",False
1172824667528318976,2019-09-14 10:49:25,DeeOneAyekooto,Tribunal affirms Dapo Abiodun of the APC as winner of  Ogun Guber poll...👍,"['winner', []]",False
1172824620652589061,2019-09-14 10:49:14,hyuckvlog,@minoflirts #WINNER + daily,"['winner', ['WINNER']]",False
1172824603888148481,2019-09-14 10:49:10,notch_tips,BOOOM!! 🔥🔥💰💰  Shame it's so late for the challenge sake but another evens winner!,"['winner', []]",False
1172824591749799936,2019-09-14 10:49:07,haku555123,You are not born a winner; you are not born a loser. You are born a chooser.  UnbeataBALL LOUDRE  @louyanong @itsdredesu,"['winner', []]",False
1172824576184770560,2019-09-14 10:49:03,thisagenews,Bowen University Emerges Overall Winner in Computer Programming Contest https://t.co/ChO6urR6bN https://t.co/lWCtrSdWuy,"['winner', []]",True
1172824563157229568,2019-09-14 10:49:00,IanBradleyUK,"#TheSouvenir 2019 🇬🇧d Joanna Hogg. Julie is an ambitious young film student meets an older man, Anthony who works at the Foreign Office. He encourages her to fulfill her ambition and soon a relationship develops but Anthony has a secretive side, and history! Winner at Sundance..","['winner', ['TheSouvenir']]",False
1172824558551781376,2019-09-14 10:48:59,gd_daniel21,"@VIPxBlckpnk Winner - Go up, Smile Again, Color ring, Everyday, Fool, Sentimental,Ah yeah, Babybaby","['winner', []]",False
1172824542001192960,2019-09-14 10:48:55,KenRoberts112,@PrairieRosey @DonMartinCTV phrased it very poorly he definitely wasn't the winner. He would have been destroyed based on his record if he had attended. Scheer was the clear winner. So in a sense Trudeau prevented being destroyed but that's not winning.,"['winner', []]",False
1172824512729112578,2019-09-14 10:48:48,omoakin24,"@truthtutor @ManLikeIcey Thanks to all the people that push the narrative of “a lady must win this year“ none of this ladies worth to be the winner IMO.They got questionable&amp;foul characters,Khafi? I don’t mind her honestly.Imagine potential winners? One I can’t pick as role model.Well it’s what it’s tho","['winner', []]",False
1172824482584715267,2019-09-14 10:48:41,bookmuseuk,Winner of the 2019 #womensprize An American Marriage by Tayari Jones https://t.co/nuQ1TNolJW,"['winner', ['womensprize']]",True
1172824479543767041,2019-09-14 10:48:40,motheradamplay,And the winner of the first advert on tv to mention Christmas goes to SCS on September 13 th https://t.co/z9YugzU6GE,"['winner', []]",True
1172824473055170560,2019-09-14 10:48:39,bookmuseuk,"Winner of the 2019 #manbookerinternational Celestial Bodies by by Jokha Alharthi, translated by Marilyn Booth https://t.co/jeGbgZkRq3 https://t.co/Tudszrj9pP","['winner', ['manbookerinternational']]",True
1172824468756017152,2019-09-14 10:48:38,bigv_ball,🏆  And the final #BIGV19 Youth Player of the Year Award for the evening is for Championship Men...and the winner is Jake Heath of @Vikesball   #BigVAwards https://t.co/SLnaCsmZzC,"['winner', ['BIGV19', 'BigVAwards']]",True
1172824465203441670,2019-09-14 10:48:37,pureeric,@AJemaineClement @OhNoSheTwitnt @AndyKindler Winner!,"['winner', []]",False
1172824462896586753,2019-09-14 10:48:36,bookmuseuk,Books like the #jhalakprize winner In Our Mad and Furious City by Guy Gunaratne https://t.co/u6sRkGdSiR https://t.co/lh8TZeXmqR,"['winner', ['jhalakprize']]",True
1172824454604500992,2019-09-14 10:48:34,Under19WorldCup,"Current Asian Cricket Championships   Men's : Winner : India, Runners Up : Bangladesh Women : Winner : Bangladesh, Runnersup : India Under 19 : Winner : India, Runnersup : Bangladesh.  #U19AsiaCup #U19AsiaCup2019","['winner', ['U19AsiaCup', 'U19AsiaCup2019']]",False
1172824431703388160,2019-09-14 10:48:29,strictlyswift,"(Beware of screaming) your girl is a state champion, plus Pinnacle bid winner (which I didn’t want but coolcoolcool ahahahah) https://t.co/rkwI9dGIHO","['winner', []]",True
